"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:37:40.083Z"
,"St. Pieters en Bloklands Gasthuis te Amersfoort","Ieder mens is anders en heeft weer andere behoeften en wensen. Wij willen graag op die verschillen inspelen en een woonomgeving bieden die warm en gastvrij is en waarin onze cliënten de juiste zorg krijgt. Maatwerk in een zelfstandige twee-locatie zorgorganisatie in Amersfoort met een eeuwenoude geschiedenis van zorgverlening.

Het St. Pieters en Bloklands Gasthuis biedt op beide locaties een woonomgeving voor mensen met dementie en voor mensen die vanwege een lichamelijke aandoening langdurige verpleging en verzorging nodig hebben.

Komt u eens binnenlopen om de sfeer, de koffie en onze gastvrijheid te proeven. Wees welkom!","Hospitals and Health Care","201-500 employees","Non Profit","Amersfoort, Utrecht","Netherlands","pietersenbloklands.nl","https://www.linkedin.com/company/st.-pieters-en-bloklands-gasthuis-te-amersfoort",
,"Stichting MorgenWijzer","MorgenWijzer is een organisatie voor primair onderwijs met 15 scholen op 20 locaties in de gemeenten Alphen aan den Rijn en Nieuwkoop. Binnen MorgenWijzer leren en ontwikkelen mensen gezamenlijk, ieder vanuit eigenheid. Onze learning community verbindt mensen en scholen, zorgt voor kruisbestuiving en faciliteert de samenwerking over de grenzen van de school. Samen voelen we ons verantwoordelijk voor goed onderwijs aan onze leerlingen.","Primary and Secondary Education","201-500 employees","Government Agency","Alphen aan den Rijn, Zuid-Holland","Netherlands","morgenwijzer.nl","https://www.linkedin.com/company/morgenwijzer",
,"Kopwerk","Met 28 scholen en 3.200 leerlingen in de kop van Noord-Holland, West-Friesland en Texel is Stichting Kopwerk een krachtige organisatie waar we veel kennis uitwisselen. Stichting Kopwerk staat voor een verscheidenheid aan schoolconcepten en we zijn trots op onze eigen identiteit. De talenten van de kinderen die aan ons toevertrouwd worden laten we graag tot ontwikkeling komen. Bij ons werken vakkundige medewerkers en leidinggevenden die met veel enthousiasme kwalitatief onderwijs verzorgen voor de wereldburgers van morgen.","Primary and Secondary Education","201-500 employees","Government Agency","Anna Paulowna, Noord-Holland","Netherlands","kopwerk.nl","https://www.linkedin.com/company/stichting-kopwerk-kindcentra",
,"Het Onderwijshuis","Het Onderwijshuis is dé partner voor continuïteit en kwaliteit in het onderwijs. Al meer dan 20 jaar ondersteunen wij onderwijsinstellingen met gekwalificeerde professionals en maatwerkoplossingen, zodat elke leerling en student zich optimaal kan ontwikkelen.

Wij ontwikkelen duurzame oplossingen voor personele uitdagingen door de juiste mensen optimaal in te zetten. Dit doen we in drie sectoren:

• Primair onderwijs (DIT IS WIJS)
• Voortgezet onderwijs (Teach-In Group)
• Middelbaar beroepsonderwijs en NT2 (Bisbee Flexonderwijs)

Samen bouwen we aan een kansrijke toekomst door goed onderwijs.","Education","201-500 employees","Privately Held","’s-Hertogenbosch, North Brabant","Netherlands","hetonderwijshuis.nl","https://www.linkedin.com/company/hetonderwijshuis",
,"CJG - Centra voor Jeugd en Gezin Hollands Midden","Professionele opvoeders en anderen die met kinderen en/of hun ouders werken, kunnen bij ons terecht. Wij staan voor je klaar met een luisterend oor, hulp en ondersteuning. En als jij dat wilt, dan kunnen we je in contact brengen met meer gespecialiseerde hulp.

Of je nou jong of oud bent, kind, ouder, verzorger, opa of oma of jeugdprofessional. Je kunt bij het Centrum voor Jeugd en Gezin gratis advies krijgen over het opvoeden en opgroeien van kinderen in alle leeftijden.","Hospitals and Health Care","501-1,000 employees","Government Agency","Leiden, Zuid-Holland","Netherlands","cjgprof.nl","https://www.linkedin.com/company/cjg-hollands-midden",
,"Hogeschool Inholland Delft","Welkom bij Hogeschool Inholland Delft; waar onderwijs verder gaat dan klaslokalen en tentamens. Hier in de bruisende Randstad vormen docenten, studenten en medewerkers een hechte gemeenschap met een bijzonder persoonlijk karakter.

Bij Inholland Delft draait alles om groen & techniek. Hier komen deze twee werelden samen en we omarmen duurzaamheid als leidraad voor onze visie op onderwijs, onderzoek en vooruitgang. Als onderdeel van de Campus Delft fungeert onze hogeschool als een broedplaats voor creatieve denkers, waar studenten en docenten gezamenlijk werken aan maatschappelijke vraagstukken die de wereld zowel groener als technologisch geavanceerder maken.

Hier is Inholland Delft niet alleen een onderwijsinstelling, maar ook een platform voor duurzame groei en impact. 
Ontdek, experimenteer en groei met ons mee, want waar groen & techniek samenkomen ontstaan de mooiste verhalen.","Higher Education","201-500 employees","Government Agency","Delft, Zuid Holland","Netherlands","inholland.nl","https://www.linkedin.com/company/inholland-delft",
,"Dovida Nijmegen","Bij Dovida draait zorg om meer dan hulp alleen. Al ruim 20 jaar ondersteunen we senioren thuis met persoonlijke aandacht, een vast zorgmaatje en oog voor wie iemand echt is. Geen standaard thuiszorg, maar zorg die past bij iemands leven. Dankzij onze Cirkel van Zorg werken we samen met mantelzorgers, huisartsen en andere professionals: voor zorg die versterkt, verbindt en vertrouwen geeft.","Hospitals and Health Care","201-500 employees","Privately Held","Nijmegen, Gelderland","Netherlands","dovida.nl","https://www.linkedin.com/company/dovida-nijmegen",
,"Stichting Floreer - Openbaar Onderwijs en Opvang","Wij verzorgen basisonderwijs, speciaal basisonderwijs en internationaal basisonderwijs op 17 scholen in de gemeente Haarlemmermeer. De waarden van openbaar onderwijs vindt u terug in al onze scholen. Stichting Floreer heeft daarnaast een diversiteit aan onderwijsconcepten: Montessori-, Jenaplan, Daltononderwijs, voltijds onderwijs voor hoogbegaafden, brede scholen en een IKC.  Op zeven scholen hebben wij een eigen BSO locatie.  Welkom bij Floreer!","Primary and Secondary Education","201-500 employees","Educational","Hoofddorp, Noord-Holland","Netherlands","stichtingfloreer.nl","https://www.linkedin.com/company/sopoh",
,"Werken bij Merem Medische Revalidatie","Merem is hét revalidatiecentrum op het gebied van medisch specialistische revalidatie en longrevalidatie bij kinderen, jongeren en volwassenen. Ook behandelen wij kinderen met ernstige obesitas en diabetes. Met 400 medewerkers werken wij vanuit verschillende locaties in Midden Nederland, te weten Hilversum, Almere en Lelystad.

Onze missie is om elke patiënt, ondanks de ziekte of (chronische) aandoening de regie over zijn of haar leven (terug) te geven. We hebben oprechte aandacht voor patiënten en hun naasten die wij ook actief betrekken bij de behandeling. 

Merem heeft de ambitie om verder uit te groeien tot een toonaangevend innovatief revalidatiecentrum om zo de best mogelijke behandeling voor patiënten te bieden. Daarom werken we volgens de laatste inzichten in de revalidatiegeneeskunde. Ook initiëren en participeren wij in opleiding en wetenschappelijk onderzoek en onderhouden wij nauwe banden met universiteiten, onderzoeksinstituten en ketenpartners.","Hospitals and Health Care","201-500 employees","Non Profit","Hilversum, Noord-Holland","Netherlands","merem.nl","https://www.linkedin.com/company/werken-bij-merem-medische-revalidatie",
,"Zorgcentra Meerlanden","Zorgcentra Meerlanden heeft een ondernemende mentaliteit, maar met oog voor mens en maatschappij. Wij bieden een groot pakket aan diensten op het gebied van zorg, wonen en welzijn aan ouderen in Badhoevedorp, Hoofddorp en Aalsmeer.

Voor de manier waarop wij het welzijn van onze cliënten vooropstellen zijn wij als koploper in de zorg aangemerkt.  Lees hierover meer via onderstaande link:
http://www.waardigheidentrots.nl/deelnemers/zorgcentra-meerlanden/

Zorgcentra Meerlanden, Persoonlijk & Professioneel, wij hanteren hierbij de volgende kernwaarden:
Persoonlijk (vertrouwd)
Professioneel (betrouwbaar)
Eigen regie en zeggenschap
Welbevinden

Zorgcentra Meerlanden wil met name ouderen in de regio op de best mogelijke manier ondersteunen bij het behouden of herwinnen van welbevinden. Dit door haar cliënten ondersteuning te bieden bij het krijgen van zorg, behandeling en participatiemogelijkheden en, indien noodzakelijk, het bieden van een woonomgeving. Hierbij gaat Zorgcentra Meerlanden altijd uit van de eigen regie en zeggenschap van de cliënt.

Bij Zorgcentra Meerlanden staan het welbevinden, versterking van eigen regie, netwerken en medezeggenschap centraal. Op verschillende manieren werkt Zorgcentra Meerlanden hier de komende jaren aan. Ook de ontwikkelprojecten ‘Verbeterteams kwaliteit van leven’ en ‘Leerplein voor professionals, cliënten, mantelzorgers, familie en vrijwilligers’ zijn onderdeel van het vernieuwingsprogramma.","Hospitals and Health Care","201-500 employees","Non Profit","Badhoevedorp, Noord-Holland","Netherlands","zorgcentra-meerlanden.nl","https://www.linkedin.com/company/zorgcentra-meerlanden",
,"King Arthur Groep","King Arthur Groep is specialist in dementiezorg. Bij ons telt wie je bent.
 
King Arthur Groep biedt 24-uurs zorg, casemanagement, individuele begeleiding thuis, begeleiding groep, logeren en wonen en werkt daarvoor samen met (zelfstandige) professionals in de zorg. Samen met onze zorgvragers zoeken wij naar mogelijkheden om het leven te leiden wat bij hen past. Onze begeleiding is zo normaal mogelijk waar het kan en zo specialistisch mogelijk waar het nodig is. Met behoud van ons kleinschalige- en laagdrempelige karakter door te werken met zelforganiserende teams.","Hospitals and Health Care","201-500 employees","Non Profit","Bilthoven, Utrecht","Netherlands","kingarthurgroep.nl","https://www.linkedin.com/company/king-arthur-groep",
,"SPCO Groene Hart","SPCO Groene Hart is het schoolbestuur van de 13 protestants-christelijke basisscholen in de regio Woerden.","Primary and Secondary Education","201-500 employees","Non Profit","Woerden, Utrecht","Netherlands","spco.nl","https://www.linkedin.com/company/spco-groene-hart",
,"Stichting Penta","Basisonderwijs in Hoorn en omgeving
Met ontzettend veel plezier, kundigheid en enthousiasme verzorgen wij al jaren basisonderwijs in Hoorn en omstreken. Wij doen daarbij ons uiterste best om -binnen onze mogelijkheden- ieder kind passend onderwijs te bieden. Wij behoren tot een van de meest innovatieve schoolbesturen van Nederland. 

Diversiteit in onderwijs
Al onze scholen hebben hun eigen levensbeschouwelijke en onderwijsinhoudelijke identiteit. Dat geeft een enorme diversiteit. Juist die verschillen, maken ons sterk. We leren veel van elkaar. 
Levensbeschouwelijke diversiteit in onze scholen: Rooms-katholiek, (Protestants-)christelijk, interconfessioneel & oecumenisch

Onderwijskundige diversiteit in onze scholen:
Jenaplan, OGO, Dalton, klassikaal & groepsdoorbrekend","Education Management","201-500 employees","Non Profit","Hoorn, Noord-Holland","Netherlands","stichtingpenta.nl","https://www.linkedin.com/company/stichtingpenta",
,"Diak Clinic","Diak Clinic is de kliniek voor electieve zorg, onderdeel van het
Diakonessenhuis. Patiënten kunnen hier binnen 2 weken terecht en worden snel (liefst binnen 6 weken) behandeld. En: gewoon vergoed.
www.diakclinic.nl","Hospitals and Health Care","1,001-5,000 employees","Public Company","Zeist, Utrecht","Netherlands","diakclinic.nl","https://www.linkedin.com/company/diakclinic",
,"Scholengroep GelderVeste","Welkom bij Scholengroep GelderVeste
Scholengroep GelderVeste is een stichting voor basisonderwijs in de Achterhoek. (Oost-Gelderland) 

De 17 christelijke en algemeen bijzondere scholen zijn bruisende groeigemeenschappen waar kinderen de wereld leren kennen en hun eigen kern en unieke manier van onderzoeken ontwikkelen en leren ontdekken. De grootte van de scholen varieert van 30 tot 300 leerlingen. De scholen zijn gevestigd in Doetinchem, Zelhem, Ruurlo, Eefde, Zutphen, Warnsveld, Brummen, Hengelo Gld. en Toldijk.  

Het bestuurskantoor is gevestigd in Vorden.  

De naam ""Scholengroep GelderVeste” verwijst naar het werkgebied en naar de wilskracht waarmee christelijk en algemeen bijzonder onderwijs gestalte wordt gegeven. ""Veste"" verwijst naar het stevige fundament dat onder de scholen ligt. Het blauw van het logo straalt kracht en zekerheid uit, het rood staat voor warmte en geborgenheid. Het beeldmerk geeft de schakering aan van kleine en grote kinderen, van kleine en grote scholen, van ouders en medewerkers die in gesprek met elkaar en in onderlinge samenhang en verbondenheid samen met plezier groeien. Hierbij zijn er drie belangrijke richtingaanwijzers:

Ken de wereld. 
Ken je eigen kern (hoe kom ik in mijn omgeving het beste tot mijn recht?). 
Ken je eigen (unieke) manier van groeien.","Primary and Secondary Education","201-500 employees","Government Agency","Vorden, Gelderland","Netherlands","gelderveste.nl","https://www.linkedin.com/company/scholengroep-gelderveste",
,"De Blije Borgh","Als zorgorganisatie met een uitgebreid aanbod aan diensten op het gebied van wonen, zorg en welzijn komen wij aan alle wensen tegemoet.
Bij De Blije Borgh werken ongeveer 375 mensen die zich, samen met onze vrijwilligers, elke dag met hart en ziel inzetten om de grootst mogelijke kwaliteit van leven te bieden!","Hospitals and Health Care","201-500 employees","Non Profit","Hendrik-Ido-Ambacht, Zuid-Holland","Netherlands","deblijeborgh.nl","https://www.linkedin.com/company/de-blije-borgh",
,"OPO-R","Stichting Openbaar Primair Onderwijs Rivierenland bestaat uit 10 openbare basisscholen: 5 in Tiel, 3 in Culemborg en 1 in Wadenoijen. In Tiel staat ook onze  SBO school de Wissel en bieden we Nieuwkomersonderwijs aan. 
Benieuwd naar onze koers voor 2023-2026? Check de animatie: https://bit.ly/3CmS4lf

De openbare school staat open voor alle kinderen, ongeacht hun levensovertuiging, godsdienst, politieke gezindheid, afkomst, geslacht of seksuele geaardheid. Iedereen is welkom op de openbare school. Op de openbare school respecteren wij elkaar en hebben wij aandacht voor de verschillen en overeenkomsten tussen de leerlingen. Wij zorgen ervoor dat ieder kind en iedere leerkracht zich thuis voelt, ongeacht de sociale, culturele of levensbeschouwelijke achtergrond.
 
Ieder mens is anders. Zo is ook iedere school bij OPO-R anders, in onderwijsconcept, werkwijze, inrichting en gebouw. Daar zijn wij trots op, goed onderwijs laat zich niet in één systeem duwen. Tegelijkertijd hoort iedere school bij OPO-R en is het de openbare identiteit die ons verbindt. Eén identiteit, elf gezichten!

Negen scholen binnen OPO-R zijn een erkend leerbedrijf. Op 'Mijn SBB' (https://bit.ly/3MKKG7K) vind je de stageplaatsen. 

#SBB","Primary and Secondary Education","201-500 employees","Educational","Tiel / Culemborg, Gelderland","Netherlands","opo-r.nl","https://www.linkedin.com/company/opo-r",
,"Sterk Techniek Onderwijs Gorinchem | Altena (STO-GOAL)","Waarom Sterk Techniek Onderwijs Gorinchem | Altena (STO-GOAL)?
In de regio Gorinchem en Altena is een nijpend tekort aan technische vakmensen op mbo-niveau in verschillende vakgebieden. De tekorten in de techniek bevinden zich met name in bouw(gerelateerd), maritieme (maak)industrie en logistieke beroepen en de (toegepaste) ICT. Ook is er behoefte aan arbeidskrachten die de juiste kennis, vaardigheden en houding hebben op het gebied van duurzaamheid, energietransitie, robotisering/automatisering, smart technology en maritieme techniek.

Vanwege de voorspelde flinke krimp van het aantal vmbo-leerlingen, vormt het een uitdaging om kwalitatief hoogstaand onderwijs te verzorgen en voldoende leerlingen te laten in- en doorstromen naar een technische (v)mbo-opleiding in de regio. Onderlinge samenwerking, kennisdeling en het bundelen van de krachten tussen de partners is hiervoor cruciaal.

In het regioplan van Sterk Techniek Onderwijs – Gorinchem | Altena (STO-GOAL) worden de knelpunten van het huidige aanbod en kwaliteit van het technisch vmbo aangepakt, passend bij de regionale arbeidsmarktbehoefte.","Education Administration Programs","1,001-5,000 employees","Educational","Gorinchem, Zuid-Holland","Netherlands","sto-goal.nl","https://www.linkedin.com/company/sterk-techniek-onderwijs-gorinchem-altena-sto-goal",
,"GeoVUsie","GeoVUsie is de studievereniging voor studenten Aardwetenschappen en Aarde, Economie en Duurzaamheid aan de Vrije Universiteit te Amsterdam. De vereniging werd in 1980 opgericht als fusievereniging uit het as van de G.V.V.U. (Geologische Vereniging Vrije Universiteit) en Varenius (Fysisch geografen-vereniging) en is sindsdien uitgegroeid tot een actieve vereniging met bijna 900 leden.

GeoVUsie kent een aantal doelstellingen. De belangrijkste zijn een goede oriëntatie op het bedrijfsleven bieden en de sociale cohesie tussen de studenten te bevorderen. Om dit te bewerkstelligen organiseren het bestuur en de vele commissies een verscheidenheid aan activiteiten. Zo zijn er studiegerelateerde activiteiten, zoals lezingen, excursies en de tweejaarlijkse Aardwetenschappelijke Loopbaandag; maar ook minder inhoudelijke zoals sportactiviteiten, borrels en feesten.","Education Administration Programs","501-1,000 employees","Educational","Amsterdam, Noord-Holland","Netherlands","geovusie.nl","https://www.linkedin.com/company/geovusie",
,"LIPS+","Optimale hygiëne in de zorg: u bereikt het met LIPS+, want wij gaan verder dan alleen textielverzorging. We werken intensief met u samen en optimaliseren het gehele proces. Samen Bewust Verder, Samen voor de grote PLUS.","Hospitals and Health Care","501-1,000 employees","Privately Held","Schiedam, Zuid-Holland","Netherlands","lipsplus.nl","https://www.linkedin.com/company/lipsplusbv",
,"Master Leren en Innoveren Hogeschool Inholland","De masteropleiding Leren en Innoveren van Hogeschool Inholland is voor onderwijsprofessionals die een effectieve bijdrage willen leveren aan de verdere ontwikkeling en innovatie van het onderwijs in de eigen organisatie. De master onderscheidt zich door zich primair te richten op de verbetering en vernieuwing van de praktijk van onderwijsuitvoering en onderwijsontwikkeling. Je versterkt jouw rol van vernieuwer binnen je team en/of school.","Higher Education","1,001-5,000 employees","Educational","Den Haag, Zuid-Holland","Netherlands","inholland.nl","https://www.linkedin.com/company/master-leren-en-innoveren-hogeschool-inholland",
,"Instituut voor Sociale Opleidingen - Hogeschool Rotterdam","Officiële LinkedIn-pagina van het Instituut voor Sociale Opleidingen. 
Wij delen hier ook interessante informatie voor alumni.","Higher Education","201-500 employees","Educational","Rotterdam, Zuid-Holland","Netherlands","hogeschoolrotterdam.nl","https://www.linkedin.com/company/instituut-voor-sociale-opeidingen",
,"Florente basisscholen","Stichting Florente bundelt de krachten van 11 basisscholen in Diemen, Weesp, Muiderberg, Duivendrecht en Driemond. Het onderwijsbureau van de stichting is gevestigd in Diemen.

De belangrijkste factor in het leren van kinderen zijn leerkrachten. In alles wat wij doen als bestuur dient de leerkracht centraal te staan, zodat leerkrachten blijven leren en het iedere dag weer een stap beter kunnen doen. 
Competente talenten voor de klas, geven competente talenten in de klas !","Primary and Secondary Education","201-500 employees","Educational","Diemen, Noord-Holland","Netherlands","florentebasisscholen.nl","https://www.linkedin.com/company/florentebasisscholen",
,"Werkplaats Sociaal Domein Gelderse Vallei","Wij zijn Werkplaats Sociaal Domein Gelderse Vallei. 

Wij voeren praktijkgericht onderzoek uit om de samenwerking tussen hulpvragers, informele netwerken en professionals te verbeteren. Ons onderzoek varieert van actieonderzoek tot ontwerpgericht onderzoek, waarbij we samen met partners de praktijk willen verbeteren. Een groot deel van ons onderzoek vindt plaats in de Werkplaats Sociaal Domein Gelderse Vallei, waar we met de gemeenten Rhenen, Scherpenzeel en Ede, en andere organisaties in het sociaal domein, een dynamische kennisagenda opstellen en bijstellen. We zetten diverse onderzoeken op en delen de resultaten om de regionale praktijk te verbeteren. Dit geldt ook voor ons onderzoek buiten de werkplaats. Ons doel is om met ons onderzoek bij te dragen aan de kwaliteit van zorg in de driehoek.

De Werkplaats Sociaal Domein valt onder het Lectoraat Informele Netwerken. Vanuit deze rol nemen we ook betaalde onderzoeksopdrachten aan.

In contact komen? Mail naar wsd@che.nl!","Higher Education","501-1,000 employees","Educational","Ede, Gelderland","Netherlands","werkplaatsensociaaldomein.nl","https://www.linkedin.com/company/werkplaats-sociaal-domein-gelderse-vallei",
,"Resonans Speciaal Onderwijs","Resonans biedt speciaal onderwijs, zorg en onderwijsondersteuning, waarbij ieder talent telt. De leerling van 4-20 jaar staat bij ons centraal! ‘Wij gaan uit van mogelijkheden en kansen’

•	Cluster 3: zeer moeilijk lerende leerlingen en leerlingen met een meervoudige beperking
        (De Korte Vlietschool) of leerlingen met een lichamelijke of meervoudige beperking of een langdurige                                    ziekte (De Thermiek).

SSOL stelt zich ten doel om haar leerlingen voor te bereiden op een plek in de maatschappij waarin zij zo zelfstandig mogelijk kunnen functioneren. Voor onze leerlingen geldt dat wij hen uitdagen te presteren overeenkomstig hun mogelijkheden. 
 
SSOL werkt intensief samen met ouders en instellingen en deelt haar expertise.

Ons motto is: “uitgaan van mogelijkheden”.","Primary and Secondary Education","501-1,000 employees","Educational","Leiderdorp, Zuid-Holland","Netherlands","resonansonderwijs.nl","https://www.linkedin.com/company/resonansonderwijs",
,"Stichting Wonen en Zorg Purmerend","Stichting Wonen en Zorg Purmerend is a Hospital and Health Care company located in Wolthuissingel 1, Purmerend, Noord-Holland, Netherlands.","Hospitals and Health Care","201-500 employees","Non Profit","Purmerend, Noord-Holland","Netherlands","wonenenzorgpurmerend.nl","https://www.linkedin.com/company/stichting-wonen-en-zorg-purmerend",
,"Zorg Vooruit","De kracht van Zorg Vooruit ligt bij het ontlasten van de complexe zorgvragen van de klant. Bij dreigende escalaties of bij reeds geëscaleerde situaties, bieden wij ondersteunende teams. Zorg Vooruit werkt uitsluitend met gekwalificeerde zorgprofessionals. Ons personeel beschikt over de praktijkgerichte certificaten en bezit de nodige expertise en ervaring om aan uw wensen te voldoen.


Zorg Vooruit onderscheidt zich op verschillende manieren van andere zorgorganisaties. Zo is ons zorgbureau 24/7 bereikbaar, werken wij uitsluitend met personeel op maat en bieden wij uitgebreide dienstverlening aan. Wij blijven ons ontwikkelen en werken constant aan verbetering.

Zorg Vooruit is een zorgbureau in Rotterdam. Dat betekent niet dat wij uitsluitend zorg in Rotterdam en omgeving aanbieden. Zorg Vooruit heeft nationale dekking. Overal in Nederland bieden wij passende zorgprofessionals aan. 

Waarom kiezen voor een zorg uitzendbureau?
Als u voor korte of langere periode op zoek bent naar professionals in de zorg, kan het best een uitdaging zijn om personeel te vinden dat aan uw wensen voldoet. Misschien zoekt u personeel dat direct beschikbaar is of gespecialiseerd is in een bepaald vakgebied. Hoe gaat u deze zorgprofessionals vinden? Zorgbureau Zorg Vooruit schiet u graag te hulp. Als uitzendbureau gespecialiseerd in de zorg, helpt Zorg Vooruit u bij het vinden van personeel op maat. Mogen wij u van dienst zijn?","Hospitals and Health Care","201-500 employees","Public Company","Terschuur, Gelderland","Netherlands","zorgvooruit.nl","https://www.linkedin.com/company/zorgvooruit",
,"De Gouden Leeuw Groep","De Gouden Leeuw Groep biedt zorg op maat afgestemd op de persoonlijke wensen en situatie van de cliënt. Deze persoonlijke zorgvraag kan gaan van thuiszorg in de eigen woonomgeving, dagbesteding, tijdelijk verblijf in een zorghotel tot aan wonen met zorg in één van de Woonzorgvoorzieningen van De Gouden Leeuw Groep. De Gouden Leeuw Groep zoekt voor iedere zorgvraag een passende oplossing.","Hospitals and Health Care","201-500 employees","Public Company","Silvolde, Gelderland","Netherlands","degoudenleeuwgroep.nl","https://www.linkedin.com/company/de-gouden-leeuw-groep",
,"Meerscholen","Wij zijn Meerscholen. Tien scholen voor voortgezet onderwijs in de regio Amersfoort, Nijkerk en Bunschoten-Spakenburg. 

Onze scholen bieden alle leerlingen dichtbij huis goed onderwijs. Of je nu havo, praktijkonderwijs, gymnasium, vmbo-basis, vwo, vmbo-kader of mavo wil volgen; alles is mogelijk.

Al onze scholen geven het onderwijs vorm vanuit de eigen onderwijsvisie en levensbeschouwelijke identiteit. Open katholiek of protestants-christelijk: leerlingen worden gestimuleerd hun eigen (geloofs)identiteit te ontwikkelen. 

Scholen, medewerkers en leerlingen bieden elkaar ruimte. We delen onze kennis en waarderen verschillen. Want juist daardoor kunnen we van elkaar leren en mee(r)groeien.

Er is nog meer dat ons bindt. Zo stellen we alles in dienst van de leerlingen: binnen de stichting en binnen de scholen. Hun toekomst staat centraal. We verzorgen kwalitatief goed onderwijs en stimuleren vertrouwen in jezelf en in de ander. Ook zien we het als een gezamenlijke opdracht om leerlingen bewust te maken van hun medeverantwoordelijkheid voor een betere, inclusievere en duurzame samenleving.
Die meerwaarde zie je terug in de naam van onze stichting: Meerscholen. Omdat we samen meer kunnen.


Onze scholen:

Bunschoten - Spakenburg:
- Oostwende College > www.oostwende.nl

Amersfoort:
- Farel College > www.farel.nl
- Corderius College > www.corderius.nl
- PRO33college > www.pro33college.nl
- Het Element > www.hetelement.eu
- Het Nieuwe Eemland > www.hetnieuweeemland.nl
- ‘t Hooghe Landt >www.hooghelandt.nl
- Muurhuizen > www.muurhuizen.nl

Nijkerk:
- Accent Praktijkonderwijs > www.accentnijkerk.nl
- Corlaer College > www.corlaercollege.nl

www.meerscholen.nl","Education","1,001-5,000 employees","Educational","Amersfoort, Utrecht","Netherlands","meerscholen.nl","https://www.linkedin.com/company/meerscholen",
,"Nederlandse Tandartsen Coöperatie","Nederlandse Tandartsen Coöperatie (NLTCO), gevestigd in ’s-Hertogenbosch, is in 2019 opgericht in samenwerking met Dentius uit België. Wij zijn een overkoepelend samenwerkingsverband voor tandartspraktijken, met een sterke focus op kwaliteit, innovatie en dienstverlening. 

NLTCO voorziet praktijken in deze behoefte door een langdurig partnership te bieden waarbij de tandarts zelfstandig klinisch beslissingen neemt, van ondersteunende taken ontlast wordt en mee profiteert van de groei naar een state-of-the-art kliniek waarin hij/zij mede-eigenaar is. We zijn sinds de oprichting flink gegroeid, inmiddels hebben meerdere praktijken zich bij ons aangesloten en we blijven doorgroeien!

Momenteel heeft de Nederlandse Tandartsen Coöperatie 18 locaties in Nederland en meer dan 450 medewerkers.","Hospitals and Health Care","1,001-5,000 employees","Self Owned","’s-Hertogenbosch, North Brabant","Netherlands","nltco.nl","https://www.linkedin.com/company/nederlandse-tandartsen-coöperatie",
,"Primo Schiedam","Dagelijks zetten wij ons samen met onze medewerkers, ouders en partners in voor een veilige, uitdagende en hoogwaardige leeromgeving voor ieder kind. Binnen ons openbaar onderwijs groeit uw kind op tot een tolerante, zelfbewuste persoonlijkheid die goed is voorbereid op een eigen rol in de maatschappij en een mooie toekomst in het voortgezet onderwijs.","Primary and Secondary Education","201-500 employees","Educational","Schiedam, zuid holland","Netherlands","primoschiedam.nl","https://www.linkedin.com/company/primo-schiedam",
,"Amarosa","Liefdevolle en deskundige zorg en ondersteuning. Omdat je bent wie je bent.","Hospitals and Health Care","201-500 employees","Non Profit","Wassenaar, Zuid-Holland","Netherlands","amarosa.nl","https://www.linkedin.com/company/amarosawassenaar",
,"Stichting Onderwijs Primair","Welkom op de LinkedIn pagina van Stichting Onderwijs Primair!","Primary and Secondary Education","201-500 employees","Educational","Stolwijk, Zuid-Holland","Netherlands","onderwijsprimair.nl","https://www.linkedin.com/company/stichting-onderwijs-primair",
,"Zorgeloos Personeelsdiensten","Zorgeloos Personeelsdiensten levert gekwalificeerde zorgprofessionals op maat!","Hospitals and Health Care","201-500 employees","Self Owned","Zutphen, Gelderland","Netherlands","zorgeloospersoneelsdiensten.nl","https://www.linkedin.com/company/zorgeloos-personeelsdiensten",
,"Het Maanderzand","Over ons 
 
Huiselijk en vertrouwd, dat is wat Het Maanderzand typeert; ouderwetse gemoedelijkheid, veiligheid en bescherming. Een (t)huis waar u gekend en gewaardeerd wordt. Als mens met een uniek levensverhaal.
 
Groot in kleinschaligheid daardoor is de betrokkenheid groot. Op een prettige en warme manier met elkaar omgaan, zorg en ondersteuning bieden, daar waar het nodig is. Dat is de kracht van Het Maanderzand. 

Onze christelijke identiteit is de leidraad voor ontmoeting, nabijheid, zingeving, geborgenheid én saamhorigheid. Bepalend is dat we wat kunnen betekenen voor een ander.
 
Het Maanderzand is onderdeel van een inclusieve gemeenschap in de wijk. Naast wonen, zorg, dagbesteding en thuiszorg biedt Het Maanderzand verschillende activiteiten en ondersteuning aan voor ouderen uit de wijk","Hospitals and Health Care","201-500 employees","Non Profit","Ede, Gelderland","Netherlands","maanderzand.nl","https://www.linkedin.com/company/het-maanderzand",
,"SKOVV","SKOVV staat voor onderwijs waar kinderen de kans krijgen zich naar eigen vermogen te ontwikkelen en te floreren.

Wil je bij ons aan de slag?
Bij SKOVV is er ruimte voor jou. Je wordt gezien en we staan open
voor jouw visie en ideeën.","Primary and Secondary Education","201-500 employees","Educational","Ede, Gelderland","Netherlands","skovv.nl","https://www.linkedin.com/company/skovv",
